y,ds
631.11,2014-03-16
636.12,2014-03-15
628.8,2014-03-14
638.14,2014-03-13
632.1,2014-03-12
634.11,2014-03-11
627.79,2014-03-10
636.96,2014-03-09
617.45,2014-03-08
629.15,2014-03-07
663.86,2014-03-06
665.51,2014-03-05
666.78,2014-03-04
667.76,2014-03-03
559.79,2014-03-02
565.61,2014-03-01
549.26,2014-02-28
578.77,2014-02-27
582.69,2014-02-26
538.71,2014-02-25
546.32,2014-02-24
605.82,2014-02-23
605.42,2014-02-22
574.16,2014-02-21
556.14,2014-02-20
623.03,2014-02-19
626.6,2014-02-18
626.27,2014-02-17
616.63,2014-02-16
650.92,2014-02-15
661.99,2014-02-14
605.24,2014-02-13
651.72,2014-02-12
672.17,2014-02-11
681.03,2014-02-10
682.9,2014-02-09
673.92,2014-02-08
712.4,2014-02-07
781.55,2014-02-06
811.91,2014-02-05
827.96,2014-02-04
823.83,2014-02-03
825.37,2014-02-02
832.58,2014-02-01
829.92,2014-01-31
819.03,2014-01-30
826,2014-01-29
812.51,2014-01-28
771.39,2014-01-27
885.28,2014-01-26
853.61,2014-01-25
797.07,2014-01-24
822.04,2014-01-23
845.59,2014-01-22
863.91,2014-01-21
870.2,2014-01-20
870.96,2014-01-19
840,2014-01-18
814.64,2014-01-17
835.63,2014-01-16
860.9,2014-01-15
833.27,2014-01-14
841.2,2014-01-13
863.22,2014-01-12
913.95,2014-01-11
868.48,2014-01-10
846.86,2014-01-09
842.72,2014-01-08
802,2014-01-07
953.29,2014-01-06
933.53,2014-01-05
859.51,2014-01-04
818.72,2014-01-03
802.39,2014-01-02
771.4,2014-01-01
754.01,2013-12-31
756.13,2013-12-30
745.05,2013-12-29
727.83,2013-12-28
735.07,2013-12-27
761.98,2013-12-26
682.21,2013-12-25
665.58,2013-12-24
673.41,2013-12-23
617.18,2013-12-22
605.66,2013-12-21
625.32,2013-12-20
691.96,2013-12-19
522.7,2013-12-18
682.12,2013-12-17
705.97,2013-12-16
876.12,2013-12-15
872.6,2013-12-14
892.58,2013-12-13
873.26,2013-12-12
878.48,2013-12-11
988.51,2013-12-10
893.19,2013-12-09
795.87,2013-12-08
698.23,2013-12-07
829.45,2013-12-06
1045.11,2013-12-05
1151.17,2013-12-04
1078.28,2013-12-03
1043.33,2013-12-02
955.85,2013-12-01
1129.43,2013-11-30
1131.97,2013-11-29
1031.95,2013-11-28
1001.96,2013-11-27
928.1,2013-11-26
799.11,2013-11-25
774.25,2013-11-24
797.82,2013-11-23
771.44,2013-11-22
722.43,2013-11-21
590.83,2013-11-20
584.61,2013-11-19
703.56,2013-11-18
492.11,2013-11-17
440.22,2013-11-16
417.95,2013-11-15
420.2,2013-11-14
407.37,2013-11-13
360.33,2013-11-12
342.44,2013-11-11
326.62,2013-11-10
339.11,2013-11-09
338.11,2013-11-08
296.41,2013-11-07
262.5,2013-11-06
245.24,2013-11-05
229.1,2013-11-04
215.05,2013-11-03
206.22,2013-11-02
206.18,2013-11-01
204,2013-10-31
199.97,2013-10-30
204.39,2013-10-29
198.55,2013-10-28
196.44,2013-10-27
177.32,2013-10-26
186.69,2013-10-25
198.23,2013-10-24
213.62,2013-10-23
193.76,2013-10-22
182.21,2013-10-21
174.61,2013-10-20
172.42,2013-10-19
155.96,2013-10-18
146.25,2013-10-17
142.55,2013-10-16
145.24,2013-10-15
140.52,2013-10-14
138.13,2013-10-13
135.19,2013-10-12
130.9,2013-10-11
130.59,2013-10-10
130.69,2013-10-09
126,2013-10-08
126.94,2013-10-07
129,2013-10-06
128.55,2013-10-05
129.01,2013-10-04
123.63,2013-10-03
114.13,2013-10-02
132.18,2013-10-01
133,2013-09-30
137.34,2013-09-29
134.78,2013-09-28
133.78,2013-09-27
128.38,2013-09-26
128.22,2013-09-25
127.25,2013-09-24
125.95,2013-09-23
129.12,2013-09-22
127.43,2013-09-21
127.04,2013-09-20
129.65,2013-09-19
131.47,2013-09-18
131.66,2013-09-17
131.72,2013-09-16
130.37,2013-09-15
129.22,2013-09-14
134.98,2013-09-13
133.13,2013-09-12
135.25,2013-09-11
125.91,2013-09-10
127.11,2013-09-09
121.66,2013-09-08
124.15,2013-09-07
119.15,2013-09-06
126.43,2013-09-05
126.74,2013-09-04
136.77,2013-09-03
135.85,2013-09-02
138.34,2013-09-01
135.35,2013-08-31
133.49,2013-08-30
122.39,2013-08-29
122.62,2013-08-28
126.5,2013-08-27
120.06,2013-08-26
122.11,2013-08-25
120.04,2013-08-24
118.5,2013-08-23
121.15,2013-08-22
123.3,2013-08-21
121.21,2013-08-20
119,2013-08-19
113.5,2013-08-18
113.5,2013-08-17
108.99,2013-08-16
109.99,2013-08-15
112.56,2013-08-14
109,2013-08-13
106.64,2013-08-12
105,2013-08-11
103,2013-08-10
102.8,2013-08-09
103,2013-08-08
106.75,2013-08-07
106.75,2013-08-06
106.22,2013-08-05
105.14,2013-08-04
104,2013-08-03
104.5,2013-08-02
104,2013-08-01
106.09,2013-07-31
107.99,2013-07-30
101.2,2013-07-29
99.76,2013-07-28
94.12,2013-07-27
96.02,2013-07-26
96.9,2013-07-25
94.51,2013-07-24
95.56,2013-07-23
91.61,2013-07-22
90.76,2013-07-21
89.39,2013-07-20
92.17,2013-07-19
90.58,2013-07-18
98.5,2013-07-17
97.45,2013-07-16
98.4,2013-07-15
94.69,2013-07-14
98.13,2013-07-13
93.59,2013-07-12
88.98,2013-07-11
86.76,2013-07-10
76.69,2013-07-09
76.52,2013-07-08
74.56,2013-07-07
70.28,2013-07-06
68.43,2013-07-05
80.53,2013-07-04
77.53,2013-07-03
90.13,2013-07-02
88.05,2013-07-01
96.61,2013-06-30
94.99,2013-06-29
94.65,2013-06-28
101.44,2013-06-27
104,2013-06-26
103.95,2013-06-25
102.74,2013-06-24
107.6,2013-06-23
108.3,2013-06-22
109.5,2013-06-21
110.15,2013-06-20
108.25,2013-06-19
107.4,2013-06-18
101.7,2013-06-17
99.51,2013-06-16
99.99,2013-06-15
99.98,2013-06-14
104,2013-06-13
108.15,2013-06-12
108.9,2013-06-11
106.35,2013-06-10
100,2013-06-09
108.3,2013-06-08
111.5,2013-06-07
118,2013-06-06
121.65,2013-06-05
121.42,2013-06-04
122.22,2013-06-03
122.29,2013-06-02
129.3,2013-06-01
129,2013-05-31
128.8,2013-05-30
132.3,2013-05-29
129,2013-05-28
129.74,2013-05-27
133.48,2013-05-26
131.98,2013-05-25
133.2,2013-05-24
126.7,2013-05-23
123.89,2013-05-22
122.88,2013-05-21
122,2013-05-20
121.99,2013-05-19
123.5,2013-05-18
123.01,2013-05-17
118.76,2013-05-16
114.22,2013-05-15
111.5,2013-05-14
117.98,2013-05-13
115,2013-05-12
115.24,2013-05-11
117.2,2013-05-10
112.67,2013-05-09
113.57,2013-05-08
111.5,2013-05-07
112.3,2013-05-06
115.91,2013-05-05
112.5,2013-05-04
97.75,2013-05-03
105.21,2013-05-02
116.99,2013-05-01
139,2013-04-30
144.54,2013-04-29
134.21,2013-04-28
